"Pokemon","Fast Move","Charged Move","DPS","TDO","DPS^3*TDO","CP"
"Jolteon","Thunder Shock","Thunderbolt","14.46","351.9","1064","2888"
"Magnezone","Spark","Zap Cannon","13.836","395","1046.2","3205"
"Raikou","Thunder Shock","Thunder","13.267","429.2","1002.2","3452"
"Jolteon","Volt Switch","Thunderbolt","14.147","344.3","974.8","2888"
"Manectric","Thunder Fang","Wild Charge","15.139","279","968","2340"
"Jolteon","Thunder Shock","Discharge","14.063","342.2","951.8","2888"
"Regieleki","Thunder Shock","Zap Cannon","14.757","293.9","944.5","2803"
"Zebstrika","Spark","Wild Charge","14.467","297.1","899.6","2428"
"Eelektross","Spark","Thunderbolt","13.761","339.7","885.1","2732"
"Jolteon","Volt Switch","Discharge","13.804","335.9","883.5","2888"
"Raikou","Volt Switch","Thunder","12.69","410.6","839","3452"
"Zapdos","Charge Beam","Thunder","12.842","395.7","838.1","3527"
"Jolteon","Thunder Shock","Zap Cannon","13.618","331.4","837","2888"
"Magnezone","Charge Beam","Zap Cannon","13.078","373.4","835","3205"
"Electivire","Thunder Shock","Thunder","13.601","329.3","828.6","3079"
"Electivire","Thunder Shock","Thunder Punch","13.537","327.8","813.1","3079"
"Toxtricity","Spark","Discharge","13.839","291.8","773.2","2601"
"Manectric","Charge Beam","Wild Charge","14.292","263.4","768.8","2340"
"Tapu Koko","Volt Switch","Thunder","12.983","330.2","722.6","3168"
"Heliolisk","Volt Switch","Thunderbolt","13.447","295.4","718.5","2600"
"Regieleki","Thunder Shock","Thunder","13.773","274.3","716.6","2803"
"Alolan Raichu","Thunder Shock","Wild Charge","13.746","274.1","711.8","2286"
"Jolteon","Volt Switch","Zap Cannon","13.019","316.8","699.2","2888"
"Alolan Raichu","Spark","Wild Charge","13.623","271.6","686.8","2286"
"Magneton","Thunder Shock","Discharge","13.563","263.3","656.9","2485"
"Magneton","Spark","Discharge","13.482","261.7","641.2","2485"
"Alolan Raichu","Volt Switch","Wild Charge","13.389","266.9","640.6","2286"
"Rotom Frost","Thunder Shock","Thunderbolt","12.689","313.2","639.9","2579"
"Rotom Heat","Thunder Shock","Thunderbolt","12.689","313.2","639.9","2579"
"Rotom Mow","Thunder Shock","Thunderbolt","12.689","313.2","639.9","2579"
"Rotom Wash","Thunder Shock","Thunderbolt","12.689","313.2","639.9","2579"
"Jolteon","Thunder Shock","Thunder","12.663","308.2","625.8","2888"
"Ampharos","Volt Switch","Zap Cannon","12.149","344.4","617.6","2852"
"Zebstrika","Spark","Discharge","13.138","269.8","612","2428"
"Dracozolt","Thunder Shock","Discharge","12.173","337.6","609","2621"
"Raichu","Thunder Shock","Wild Charge","13.273","259.9","607.8","2182"
"Togedemaru","Thunder Shock","Wild Charge","13.156","260","592.1","2160"
"Raichu","Spark","Wild Charge","13.153","257.6","586.1","2182"
"Togedemaru","Spark","Wild Charge","13.038","257.7","571.1","2160"
"Magneton","Charge Beam","Discharge","13.064","253.6","565.3","2485"
"Ampharos","Charge Beam","Zap Cannon","11.881","336.8","564.8","2852"
"Arctozolt","Thunder Shock","Discharge","11.889","331.5","557.2","2566"
"Magneton","Thunder Shock","Zap Cannon","12.956","251.5","546.8","2485"
"Electabuzz","Thunder Shock","Thunderbolt","12.646","270.3","546.6","2334"
"Raichu","Volt Switch","Wild Charge","12.916","253","545.1","2182"
"Magneton","Spark","Zap Cannon","12.807","248.6","522.2","2485"
"Jolteon","Volt Switch","Thunder","12.073","293.8","517","2888"
"Morpeko","Thunder Shock","Wild Charge","13.395","209.9","504.4","1942"
"Hisuian Electrode","Thunder Shock","Wild Charge","12.12","273.1","486.2","2149"
"Ampharos","Volt Switch","Thunder Punch","11.438","324.2","485.2","2852"
"Ampharos","Volt Switch","Thunder","11.264","319.3","456.3","2852"
"Galvantula","Volt Switch","Discharge","12.412","230.3","440.5","2206"
"Ampharos","Charge Beam","Thunder Punch","11.137","315.7","436.1","2852"
"Galvantula","Charge Beam","Discharge","12.248","227.3","417.6","2206"
"Manectric","Thunder Fang","Thunder","12.262","226","416.6","2340"
"Magneton","Charge Beam","Zap Cannon","12.054","234","409.8","2485"
"Ampharos","Charge Beam","Thunder","10.913","309.3","402","2852"
"Rotom Frost","Thunder Shock","Thunder","11.171","275.7","384.3","2579"
"Rotom Heat","Thunder Shock","Thunder","11.171","275.7","384.3","2579"
"Rotom Mow","Thunder Shock","Thunder","11.171","275.7","384.3","2579"
"Rotom Wash","Thunder Shock","Thunder","11.171","275.7","384.3","2579"
"Morpeko","Thunder Shock","Thunderbolt","12.473","195.4","379.2","1942"
"Rotom","Thunder Shock","Thunderbolt","11.811","216.8","357.1","2031"
"Electrode","Spark","Thunderbolt","11.045","245","330.1","2099"
"Heliolisk","Volt Switch","Parabolic Charge","11.051","242.8","327.7","2600"
"Electabuzz","Thunder Shock","Thunder","11.03","235.7","316.3","2334"
"Electabuzz","Thunder Shock","Thunder Punch","11.024","235.6","315.6","2334"
"Alolan Raichu","Thunder Shock","Thunder Punch","11.174","222.8","310.8","2286"
"Electrode","Volt Switch","Thunderbolt","10.829","240.2","305.1","2099"
"Alolan Raichu","Spark","Thunder Punch","11.105","221.4","303.2","2286"
"Electrode","Spark","Discharge","10.762","238.7","297.6","2099"
"Pincurchin","Thunder Shock","Thunderbolt","11.284","205.4","295.1","1931"
"Lanturn","Spark","Thunderbolt","9.872","294.7","283.6","2085"
"Alolan Raichu","Volt Switch","Thunder Punch","10.903","217.4","281.8","2286"
"Electrode","Volt Switch","Discharge","10.577","234.6","277.6","2099"
"Manectric","Charge Beam","Thunder","10.988","202.5","268.6","2340"
"Pincurchin","Thunder Shock","Discharge","11.002","200.2","266.6","1931"
"Boltund","Spark","Thunder","10.915","204.6","266","2176"
"Raichu","Thunder Shock","Thunder Punch","10.794","211.4","265.8","2182"
"Raichu","Thunder Shock","Thunder","10.75","210.5","261.5","2182"
"Raichu","Spark","Thunder Punch","10.725","210","259.1","2182"
"Stunfisk","Thunder Shock","Discharge","9.332","307.2","249.6","2162"
"Raichu","Spark","Thunder","10.621","208","249.2","2182"
"Lanturn","Charge Beam","Thunderbolt","9.517","284.1","244.9","2085"
"Raichu","Volt Switch","Thunder Punch","10.522","206.1","240.1","2182"
"Plusle","Spark","Thunderbolt","10.899","185.2","239.8","1778"
"Galvantula","Volt Switch","Thunder","10.661","197.8","239.7","2206"
"Dedenne","Thunder Shock","Discharge","10.545","198.5","232.7","1841"
"Alolan Graveler","Volt Switch","Thunderbolt","10.315","206.3","226.4","1897"
"Luxio","Spark","Wild Charge","11.474","148.9","225","1486"
"Plusle","Spark","Discharge","10.649","180.9","218.5","1778"
"Galvantula","Charge Beam","Thunder","10.342","191.9","212.3","2206"
"Raichu","Volt Switch","Thunder","10.171","199.2","209.6","2182"
"Rotom","Thunder Shock","Thunder","10.257","188.2","203.1","2031"
"Eelektrik","Spark","Thunderbolt","10.291","184.3","200.9","1715"
"Emolga","Thunder Shock","Thunderbolt","10.459","165.9","189.9","1633"
"Eelektrik","Spark","Discharge","10.042","179.9","182.1","1715"
"Emolga","Thunder Shock","Discharge","10.202","161.9","171.9","1633"
"Minun","Spark","Thunderbolt","9.662","188.1","169.6","1694"
"Lanturn","Spark","Thunder","8.68","259.1","169.5","2085"
"Luxio","Spark","Thunderbolt","10.683","138.6","169","1486"
"Minun","Spark","Discharge","9.419","183.4","153.2","1694"
"Charjabug","Spark","Discharge","9.253","185.3","146.8","1697"
"Flaaffy","Charge Beam","Thunderbolt","9.431","151.8","127.3","1521"
"Magnemite","Thunder Shock","Thunderbolt","10.558","107.6","126.7","1362"
"Lanturn","Charge Beam","Thunder","8.068","240.8","126.5","2085"
"Magnemite","Spark","Thunderbolt","10.447","106.5","121.4","1362"
"Magnemite","Thunder Shock","Discharge","10.417","106.2","120","1362"
"Flaaffy","Charge Beam","Discharge","9.283","149.4","119.5","1521"
"Magnemite","Spark","Discharge","10.337","105.4","116.4","1362"
"Elekid","Thunder Shock","Thunderbolt","9.202","105.9","82.5","1206"
"Elekid","Thunder Shock","Discharge","9.017","103.8","76.1","1206"
"Alolan Geodude","Volt Switch","Thunderbolt","8.485","116.9","71.4","1293"
"Chinchou","Spark","Thunderbolt","7.63","116.2","51.6","1119"
"Elekid","Thunder Shock","Thunder Punch","8.1","93.2","49.6","1206"
"Mareep","Thunder Shock","Thunderbolt","8.217","86.3","47.9","991"
"5th Anniversary Pikachu","Thunder Shock","Wild Charge","8.366","81.2","47.5","938"
"Flying Pikachu","Thunder Shock","Wild Charge","8.366","81.2","47.5","938"
"Pikachu","Thunder Shock","Wild Charge","8.366","81.2","47.5","938"
"Electrike","Spark","Thunderbolt","8.523","74.3","46","965"
"Electrike","Spark","Discharge","8.425","73.4","43.9","965"
"Mareep","Thunder Shock","Discharge","8.042","84.5","43.9","991"
"Pachirisu","Spark","Thunderbolt","6.61","145.8","42.1","1213"
"Blitzle","Spark","Thunderbolt","8.419","66","39.4","882"
"Helioptile","Thunder Shock","Discharge","8.05","73.8","38.5","933"
"Shinx","Spark","Thunderbolt","8.36","65.5","38.3","876"
"Voltorb","Spark","Thunderbolt","7.53","88.9","37.9","1010"
"Blitzle","Spark","Discharge","8.333","65.3","37.8","882"
"Pachirisu","Volt Switch","Thunderbolt","6.391","141","36.8","1213"
"Shinx","Spark","Discharge","8.273","64.9","36.7","876"
"5th Anniversary Pikachu","Thunder Shock","Thunderbolt","7.811","75.8","36.1","938"
"Flying Pikachu","Thunder Shock","Thunderbolt","7.811","75.8","36.1","938"
"Pikachu","Thunder Shock","Thunderbolt","7.811","75.8","36.1","938"
"Voltorb","Spark","Discharge","7.39","87.2","35.2","1010"
"Joltik","Charge Beam","Discharge","7.298","87","33.8","1023"
"5th Anniversary Pikachu","Thunder Shock","Discharge","7.677","74.5","33.7","938"
"Flying Pikachu","Thunder Shock","Discharge","7.677","74.5","33.7","938"
"Pikachu","Thunder Shock","Discharge","7.677","74.5","33.7","938"
"Hisuian Voltorb","Charge Beam","Thunderbolt","7.172","84.7","31.2","1010"
"Pachirisu","Spark","Thunder","5.845","128.9","25.7","1213"
"Pachirisu","Spark","Thunder Punch","5.818","128.3","25.3","1213"
"Pikachu Libre","Thunder Shock","Thunder Punch","6.922","67.2","22.3","938"
"Pop Star Pikachu","Thunder Shock","Thunder Punch","6.922","67.2","22.3","938"
"Rock Star Pikachu","Thunder Shock","Thunder Punch","6.922","67.2","22.3","938"
"Pachirisu","Volt Switch","Thunder Punch","5.617","123.9","22","1213"
"Pachirisu","Volt Switch","Thunder","5.469","120.6","19.7","1213"
"Helioptile","Thunder Shock","Parabolic Charge","6.697","61.4","18.4","933"
"Pikachu","Thunder Shock","Thunder","6.566","63.7","18","938"
"Yamper","Spark","Thunder","5.189","63.5","8.9","788"
"Pichu","Thunder Shock","Thunderbolt","5.822","27.5","5.4","473"
"Pichu","Thunder Shock","Thunder Punch","5.292","25","3.7","473"
