"Pokemon","Fast Move","Charged Move","DPS","TDO","DPS^3*TDO","CP"
"Galarian Slowking","Confusion","Future Sight","11.883","371.4","623.2","2717"
"Indeedee (Female)","Extrasensory","Psychic","12.24","316.1","579.6","2397"
"Hatterene","Confusion","Psybeam","12.609","282.7","566.8","2829"
"Lunatone","Confusion","Psychic","12.154","314.6","564.7","2327"
"Solrock","Confusion","Psychic","12.154","314.6","564.7","2327"
"Gothitelle","Confusion","Psychic","11.755","335.6","545.1","2419"
"Oranguru","Confusion","Psychic","11.382","363","535.2","2450"
"Mr. Mime","Confusion","Psychic","12.526","258.2","507.4","2228"
"Grumpig","Extrasensory","Psychic","11.49","331.8","503.4","2369"
"Musharna","Zen Headbutt","Future Sight","11.004","370.4","493.6","2723"
"Musharna","Zen Headbutt","Psyshock","10.913","367.4","477.5","2723"
"Mr. Rime","Confusion","Psybeam","11.461","316.3","476.1","2827"
"Cresselia","Confusion","Future Sight","9.73","506.9","467","2857"
"Calyrex","Confusion","Psychic","11.16","329","457.3","2278"
"Girafarig","Confusion","Psychic","12.409","238.3","455.5","2046"
"Oranguru","Zen Headbutt","Psychic","10.918","348.2","453.1","2450"
"Hatterene","Psycho Cut","Psybeam","11.922","267.3","453","2829"
"Cresselia","Psycho Cut","Future Sight","9.638","502.1","449.5","2857"
"Mr. Mime","Zen Headbutt","Psychic","11.984","247","425.1","2228"
"Galarian Mr. Mime","Confusion","Psychic","12.164","236.1","424.9","2068"
"Gothitelle","Confusion","Future Sight","10.923","311.9","406.5","2419"
"Oranguru","Confusion","Future Sight","10.599","338","402.5","2450"
"Meowstic - Female","Confusion","Psychic","11.287","276.6","397.7","2124"
"Meowstic - Male","Confusion","Psychic","11.287","276.6","397.7","2124"
"Bronzong","Confusion","Psychic","10.822","311.6","395","2239"
"Mr. Rime","Zen Headbutt","Psybeam","10.927","301.6","393.4","2827"
"Duosion","Zen Headbutt","Psyshock","12.586","183.5","365.7","2018"
"Galarian Mr. Mime","Zen Headbutt","Psychic","11.667","226.4","359.6","2068"
"Uxie","Confusion","Future Sight","9.81","380.3","359","2524"
"Orbeetle","Confusion","Psychic","10.444","314.2","357.9","2223"
"Uxie","Extrasensory","Future Sight","9.727","377.1","347.1","2524"
"Duosion","Hidden Power (Psychic)","Psyshock","12.371","180.3","341.4","2018"
"Bruxish","Confusion","Psychic Fangs","11.241","229.7","326.2","2389"
"Oranguru","Zen Headbutt","Future Sight","10.04","320.2","324.1","2450"
"Chimecho","Extrasensory","Psyshock","10.641","267.8","322.6","2259"
"Indeedee (Male)","Extrasensory","Psybeam","10.965","234.1","308.7","2443"
"Calyrex","Confusion","Psyshock","10.111","298.1","308.1","2278"
"Sigilyph","Zen Headbutt","Psybeam","10.563","254.8","300.3","2550"
"Deoxys (Speed Forme)","Zen Headbutt","Psycho Boost","10.504","258.2","299.2","2879"
"Hypno","Confusion","Psychic","9.906","304.6","296.1","2090"
"Kadabra","Confusion","Psybeam","12.43","153.7","295.2","2059"
"Starmie","Hidden Power (Psychic)","Psybeam","10.469","245.8","282","2584"
"Bronzong","Confusion","Psyshock","9.853","283.7","271.4","2239"
"Swoobat","Confusion","Psychic","11.178","189.2","264.3","1716"
"Hypno","Zen Headbutt","Psychic","9.514","292.5","251.9","2090"
"Kadabra","Psycho Cut","Psybeam","11.814","146.1","240.9","2059"
"Indeedee (Female)","Extrasensory","Psybeam","9.811","253.4","239.2","2397"
"Claydol","Confusion","Psychic","9.508","273.7","235.3","1971"
"Mr. Mime","Confusion","Psybeam","10.305","212.4","232.5","2228"
"Claydol","Extrasensory","Psychic","9.474","272.7","231.9","1971"
"Hypno","Confusion","Future Sight","9.223","283.6","222.5","2090"
"Hattrem","Confusion","Psychic","10.536","177.5","207.6","1634"
"Grumpig","Extrasensory","Mirror Coat","9.171","264.9","204.3","2369"
"Malamar","Psycho Cut","Psybeam","9.317","250.2","202.4","2359"
"Hypno","Confusion","Psyshock","8.998","276.6","201.5","2090"
"Girafarig","Confusion","Mirror Coat","10.051","193","196","2046"
"Girafarig","Confusion","Psychic Fangs","10.014","192.3","193.1","2046"
"Galarian Mr. Mime","Confusion","Psybeam","9.955","193.2","190.7","2068"
"Mr. Mime","Zen Headbutt","Psybeam","9.806","202.1","190.6","2228"
"Hypno","Zen Headbutt","Future Sight","8.752","269.1","180.4","2090"
"Swoobat","Confusion","Future Sight","10.123","171.3","177.7","1716"
"Hypno","Zen Headbutt","Psyshock","8.694","267.3","175.6","2090"
"Gothorita","Confusion","Psychic","9.503","188.4","161.7","1604"
"Galarian Mr. Mime","Zen Headbutt","Psybeam","9.498","184.3","157.9","2068"
"Metang","Zen Headbutt","Psychic","9.129","205.7","156.5","1721"
"Elgyem","Confusion","Psychic","10.403","133.7","150.5","1385"
"Abra","Zen Headbutt","Psyshock","11.707","85.1","136.5","1342"
"Solosis","Zen Headbutt","Psyshock","10.573","102.8","121.5","1367"
"Gothorita","Confusion","Future Sight","8.705","172.5","113.8","1604"
"Swoobat","Confusion","Psychic Fangs","9.025","152.7","112.3","1716"
"Solosis","Hidden Power (Psychic)","Psyshock","10.36","100.8","112","1367"
"Metang","Zen Headbutt","Psyshock","8.375","188.7","110.8","1721"
"Medicham","Psycho Cut","Psychic","8.57","168.8","106.3","1431"
"Galarian Ponyta","Psycho Cut","Psybeam","8.992","134.7","97.9","1697"
"Hattrem","Confusion","Psybeam","8.574","144.4","91","1634"
"Espurr","Confusion","Psychic","8.63","133.7","85.9","1259"
"Deoxys (Defense Forme)","Zen Headbutt","Psycho Boost","6.87","250","81.1","2274"
"Galarian Slowpoke","Confusion","Psychic","8.17","142.2","77.6","1226"
"Slowpoke","Confusion","Psychic","8.17","142.2","77.6","1226"
"Gothorita","Confusion","Psybeam","7.753","153.7","71.6","1604"
"Elgyem","Confusion","Psybeam","8.414","108.1","64.4","1385"
"Exeggcute","Confusion","Psychic","7.768","128.3","60.1","1175"
"Espurr","Confusion","Psyshock","7.866","121.8","59.3","1259"
"Mime Jr.","Confusion","Psychic","8.448","92","55.5","1095"
"Galarian Slowpoke","Confusion","Psyshock","7.396","128.8","52.1","1226"
"Slowpoke","Confusion","Psyshock","7.396","128.8","52.1","1226"
"Kirlia","Confusion","Psychic","8.361","79.8","46.7","966"
"Munna","Zen Headbutt","Psyshock","7.352","108.1","42.9","1145"
"Mime Jr.","Confusion","Psyshock","7.836","85.4","41.1","1095"
"Spoink","Zen Headbutt","Psybeam","6.94","112.2","37.5","1334"
"Spoink","Zen Headbutt","Mirror Coat","6.906","111.6","36.8","1334"
"Woobat","Confusion","Psyshock","7.298","90.2","35","1016"
"Drowzee","Confusion","Psychic","6.627","118","34.3","1040"
"Gothita","Confusion","Psychic","7.168","90.3","33.3","951"
"Chingling","Zen Headbutt","Psyshock","7.38","79.8","32.1","1005"
"Dottler","Confusion","Psychic","6.413","116.4","30.7","1030"
"Hatenna","Confusion","Psychic","7.221","74.7","28.1","861"
"Mime Jr.","Confusion","Psybeam","6.995","76.2","26.1","1095"
"Munna","Zen Headbutt","Psybeam","6.429","94.5","25.1","1145"
"Drowzee","Confusion","Psyshock","6.045","107.7","23.8","1040"
"Gothita","Confusion","Psyshock","6.574","82.8","23.5","951"
"Drowzee","Confusion","Psybeam","5.403","96.3","15.2","1040"
"Gothita","Confusion","Psybeam","5.845","73.7","14.7","951"
"Hatenna","Confusion","Psybeam","5.872","60.7","12.3","861"
"Meditite","Confusion","Psyshock","5.405","53.5","8.5","693"
"Baltoy","Confusion","Psybeam","4.774","62.2","6.8","787"
"Baltoy","Extrasensory","Psybeam","4.71","61.3","6.4","787"
"Ralts","Confusion","Psyshock","5.655","33.1","6","539"
"Bronzor","Confusion","Psyshock","3.452","66.4","2.7","603"
