"Pokemon","Fast Move","Charged Move","DPS","TDO","DPS^3*TDO","CP"
"Flygon","Mud Shot","Earthquake","11.989","312.1","537.9","2661"
"Garchomp","Mud Shot","Sand Tomb","10.951","401.5","527.3","3962"
"Sandaconda","Mud Slap","Bulldoze","11.368","334.5","491.4","2790"
"Sandaconda","Mud Slap","Dig","11.336","333.6","485.9","2790"
"Gastrodon","Mud Slap","Earth Power","11.276","320.2","459.1","2324"
"Palossand","Mud Shot","Earth Power","11.156","318.3","441.9","2444"
"Gastrodon","Mud Slap","Earthquake","10.871","308.7","396.6","2324"
"Sandaconda","Mud Shot","Dig","10.71","315.1","387.1","2790"
"Gastrodon","Hidden Power (Ground)","Earth Power","10.741","305","378","2324"
"Sandaconda","Mud Shot","Bulldoze","10.613","312.3","373.3","2790"
"Sandslash","Mud Shot","Earthquake","10.759","278.1","346.3","2374"
"Gastrodon","Hidden Power (Ground)","Earthquake","10.019","284.5","286.2","2324"
"Alolan Dugtrio","Mud Slap","Earthquake","11.865","162.9","272.1","1897"
"Alolan Dugtrio","Mud Slap","Mud Bomb","11.784","161.8","264.7","1897"
"Mudbray","Mud Slap","Earthquake","10.96","193.4","254.7","1892"
"Sandslash","Mud Shot","Bulldoze","9.769","252.5","235.3","2374"
"Galarian Stunfisk","Mud Shot","Earthquake","8.964","295","212.5","2162"
"Claydol","Mud Slap","Earth Power","9.167","263.9","203.3","1971"
"Quagsire","Mud Shot","Earthquake","9.361","237.1","194.5","1992"
"Mudbray","Mud Slap","Bulldoze","10.204","180.1","191.3","1892"
"Claydol","Mud Slap","Earthquake","8.908","256.4","181.3","1971"
"Whiscash","Mud Shot","Mud Bomb","8.888","247.3","173.7","2075"
"Marowak","Mud Slap","Earthquake","9.13","216.5","164.8","1835"
"Stunfisk","Mud Shot","Mud Bomb","8.411","276.8","164.7","2162"
"Graveler","Mud Slap","Dig","9.417","188.3","157.3","1897"
"Gabite","Mud Shot","Dig","9.538","170.5","148","1874"
"Dugtrio","Mud Slap","Earthquake","10.034","132.5","133.8","1567"
"Marshtomp","Mud Shot","Mud Bomb","9.106","174.9","132.1","1776"
"Dugtrio","Mud Slap","Mud Bomb","9.995","132","131.8","1567"
"Graveler","Mud Shot","Dig","8.949","179","128.2","1897"
"Drilbur","Mud Slap","Drill Run","10.184","120.1","126.9","1376"
"Marowak","Mud Slap","Bone Club","8.449","200.3","120.8","1835"
"Marowak","Mud Slap","Dig","8.369","198.5","116.3","1835"
"Krokorok","Mud Slap","Earthquake","9.738","120.6","111.4","1418"
"Dugtrio","Mud Shot","Mud Bomb","9.496","125.4","107.4","1567"
"Dugtrio","Mud Shot","Earthquake","9.484","125.2","106.8","1567"
"Palossand","Mud Shot","Sand Tomb","7.769","221.6","103.9","2444"
"Rhyhorn","Mud Slap","Bulldoze","8.38","169.3","99.6","1651"
"Palpitoad","Mud Shot","Earth Power","8.667","146.2","95.2","1392"
"Krokorok","Mud Slap","Bulldoze","9.26","114.7","91.1","1418"
"Drilbur","Mud Slap","Dig","9.199","108.5","84.5","1376"
"Diggersby","Mud Shot","Earthquake","7.214","181.3","68","1509"
"Trapinch","Mud Shot","Dig","9.201","84.9","66.1","1274"
"Sandygast","Mud Shot","Earth Power","8.057","119.7","62.6","1233"
"Diggersby","Mud Shot","Dig","6.549","164.6","46.2","1509"
"Vibrava","Mud Shot","Bulldoze","7.665","92.2","41.5","1225"
"Silicobra","Mud Slap","Earth Power","7.218","107.8","40.6","1081"
"Sandshrew","Mud Shot","Dig","7.23","103","38.9","1261"
"Sandile","Mud Slap","Bulldoze","8.106","71.8","38.3","1037"
"Sandile","Mud Slap","Dig","8.067","71.5","37.5","1037"
"Silicobra","Mud Shot","Earth Power","7.065","105.5","37.2","1081"
"Gible","Mud Shot","Dig","7.346","83.8","33.2","1112"
"Trapinch","Mud Shot","Sand Tomb","7.392","68.2","27.6","1274"
"Silicobra","Mud Slap","Bulldoze","6.379","95.3","24.7","1081"
"Silicobra","Mud Slap","Dig","6.343","94.8","24.2","1081"
"Silicobra","Mud Shot","Dig","6.113","91.3","20.9","1081"
"Silicobra","Mud Shot","Bulldoze","6.096","91.1","20.6","1081"
"Cubone","Mud Slap","Bone Club","5.741","96.3","18.2","1019"
"Vibrava","Mud Shot","Sand Tomb","6.197","74.5","17.7","1225"
"Cubone","Mud Slap","Bulldoze","5.664","95","17.3","1019"
"Cubone","Mud Slap","Dig","5.629","94.4","16.8","1019"
"Sandshrew","Mud Shot","Sand Tomb","5.826","83","16.4","1261"
"Sandygast","Mud Shot","Sand Tomb","5.604","83.3","14.7","1233"
"Barboach","Mud Shot","Mud Bomb","6.119","62.6","14.3","819"
"Diglett","Mud Slap","Mud Bomb","6.869","36.4","11.8","676"
"Alolan Diglett","Mud Slap","Mud Bomb","6.807","37.2","11.7","681"
"Diglett","Mud Shot","Mud Bomb","6.647","35.2","10.3","676"
"Diglett","Mud Slap","Dig","6.39","33.8","8.8","676"
"Alolan Diglett","Mud Slap","Dig","6.339","34.6","8.8","681"
"Diglett","Mud Shot","Dig","6.137","32.5","7.5","676"
"Wooper","Mud Shot","Mud Bomb","5.299","48","7.1","641"
"Wooper","Mud Shot","Dig","4.956","44.8","5.5","641"
