"Pokemon","Fast Move","Charged Move","DPS","TDO","DPS^3*TDO","CP"
"Sneasler","Rock Smash","Close Combat","13.87","341.4","910.9","3222"
"Passimian","Rock Smash","Superpower","13.203","384.8","885.6","3033"
"Lucario","Counter","Close Combat","14.383","296.8","883.1","2703"
"Machamp","Karate Chop","Cross Chop","13.416","359.6","868.5","3056"
"Lucario","Counter","Power-Up Punch","14.259","294.2","852.9","2703"
"Passimian","Counter","Brick Break","13.002","379","833.1","3033"
"Machamp","Karate Chop","Submission","13.141","352.3","799.4","3056"
"Sawk","Low Kick","Focus Blast","13.663","312.2","796.2","2788"
"Gallade","Low Kick","Close Combat","12.98","348.1","761.1","3093"
"Chesnaught","Low Kick","Superpower","12.116","403.3","717.2","2954"
"Crabominable","Rock Smash","Power-Up Punch","13.017","323.4","713.4","2907"
"Pangoro","Low Kick","Close Combat","12.725","328.4","676.8","2902"
"Passimian","Rock Smash","Close Combat","12.173","354.8","639.9","3033"
"Mienshao","Low Kick","Brick Break","13.816","242.3","639.1","2710"
"Cobalion","Double Kick","Close Combat","11.284","428","614.8","3022"
"Virizion","Double Kick","Close Combat","11.284","428","614.8","3022"
"Grapploct","Rock Smash","Superpower","12.405","312.4","596.4","2664"
"Bewear","Low Kick","Drain Punch","11.867","353.3","590.5","3117"
"Passimian","Rock Smash","Brick Break","11.872","346","578.9","3033"
"Poliwrath","Rock Smash","Dynamic Punch","11.697","358.6","573.9","2586"
"Falinks","Counter","Superpower","12.483","285.3","554.8","2357"
"Hitmonlee","Double Kick","Close Combat","12.679","262.1","534.2","2576"
"Primeape","Counter","Close Combat","12.74","240.8","497.9","2288"
"Primeape","Counter","Cross Chop","12.721","240.4","495","2288"
"Machoke","Karate Chop","Dynamic Punch","12.548","249.9","493.8","2031"
"Infernape","Rock Smash","Close Combat","12.026","274.3","477.1","2683"
"Hitmonlee","Low Kick","Close Combat","12.178","251.8","454.8","2576"
"Hitmonlee","Double Kick","Brick Break","12.175","251.7","454.2","2576"
"Throh","Low Kick","Focus Blast","10.779","360","450.9","2562"
"Hitmonchan","Counter","Close Combat","11.798","263.8","433.3","2332"
"Machoke","Low Kick","Dynamic Punch","12.13","241.6","431.2","2031"
"Hitmonchan","Counter","Power-Up Punch","11.665","260.9","414.1","2332"
"Hitmonlee","Low Kick","Brick Break","11.863","245.3","409.4","2576"
"Sawk","Low Kick","Low Sweep","11.554","264","407.2","2788"
"Hitmonlee","Rock Smash","Close Combat","11.821","244.4","403.7","2576"
"Grapploct","Rock Smash","Brick Break","11.192","281.8","395.1","2664"
"Primeape","Karate Chop","Close Combat","12.019","227.2","394.4","2288"
"Hitmonlee","Rock Smash","Brick Break","11.751","243","394.2","2576"
"Primeape","Karate Chop","Cross Chop","12.013","227","393.6","2288"
"Falinks","Rock Smash","Superpower","11.432","261.3","390.4","2357"
"Falinks","Counter","Brick Break","11.381","260.1","383.4","2357"
"Hawlucha","Low Kick","Power-Up Punch","11.204","262.6","369.3","2410"
"Hitmonchan","Counter","Brick Break","11.284","252.3","362.6","2332"
"Primeape","Low Kick","Cross Chop","11.608","219.4","343.1","2288"
"Kubfu","Counter","Dynamic Punch","12.287","184.1","341.5","1697"
"Poliwrath","Rock Smash","Power-Up Punch","10.267","314.8","340.7","2586"
"Primeape","Low Kick","Close Combat","11.557","218.4","337.1","2288"
"Hitmonlee","Double Kick","Low Sweep","11.281","233.2","334.8","2576"
"Primeape","Counter","Low Sweep","11.429","216","322.5","2288"
"Hitmonlee","Low Kick","Low Sweep","11.089","229.3","312.6","2576"
"Hitmonlee","Rock Smash","Low Sweep","11.081","229.1","311.7","2576"
"Hitmontop","Counter","Close Combat","10.711","250.8","308.2","2156"
"Poliwrath","Rock Smash","Submission","9.963","305.5","302.1","2586"
"Scrafty","Counter","Power-Up Punch","10.029","293.6","296.2","2283"
"Hitmonchan","Rock Smash","Power-Up Punch","10.675","238.7","290.4","2332"
"Falinks","Rock Smash","Brick Break","10.353","236.6","262.5","2357"
"Hitmonchan","Rock Smash","Close Combat","10.333","231.1","254.9","2332"
"Machoke","Karate Chop","Cross Chop","10.582","210.8","249.8","2031"
"Primeape","Karate Chop","Low Sweep","10.694","202.1","247.2","2288"
"Hitmonchan","Rock Smash","Brick Break","10.233","228.8","245.2","2332"
"Kubfu","Rock Smash","Dynamic Punch","11.272","168.9","241.8","1697"
"Primeape","Low Kick","Low Sweep","10.52","198.8","231.5","2288"
"Machoke","Karate Chop","Submission","10.347","206.1","228.3","2031"
"Gurdurr","Low Kick","Brick Break","10.054","221.4","225","2169"
"Machoke","Low Kick","Cross Chop","10.257","204.3","220.4","2031"
"Throh","Low Kick","Low Sweep","8.947","298.8","214","2562"
"Machoke","Karate Chop","Brick Break","10.16","202.4","212.2","2031"
"Machoke","Low Kick","Submission","10.091","201","206.6","2031"
"Hisuian Sneasel","Rock Smash","Close Combat","10.211","183.7","195.5","2051"
"Kubfu","Counter","Close Combat","10.687","160.1","195.4","1697"
"Machoke","Low Kick","Brick Break","9.949","198.1","195.1","2031"
"Hitmontop","Rock Smash","Close Combat","9.373","219.5","180.8","2156"
"Kubfu","Counter","Brick Break","10.369","155.4","173.2","1697"
"Gurdurr","Low Kick","Low Sweep","9.362","206.2","169.2","2169"
"Medicham","Counter","Dynamic Punch","8.968","176.7","127.4","1431"
"Kubfu","Rock Smash","Brick Break","9.483","142.1","121.2","1697"
"Galarian Farfetch'd","Rock Smash","Brick Break","9.634","134.5","120.3","1674"
"Kubfu","Rock Smash","Close Combat","9.379","140.5","115.9","1697"
"Mienfoo","Low Kick","Focus Blast","9.525","106.8","92.3","1389"
"Mienfoo","Low Kick","Brick Break","9.172","102.9","79.4","1389"
"Medicham","Counter","Power-Up Punch","7.879","155.2","75.9","1431"
"Crabrawler","Rock Smash","Power-Up Punch","8.88","107.8","75.5","1363"
"Monferno","Rock Smash","Low Sweep","8.384","123.6","72.8","1574"
"Machop","Karate Chop","Cross Chop","8.694","109.4","71.9","1278"
"Machop","Low Kick","Cross Chop","8.491","106.9","65.4","1278"
"Machop","Karate Chop","Brick Break","8.371","105.4","61.8","1278"
"Mankey","Karate Chop","Cross Chop","9.066","82.4","61.4","1164"
"Mienfoo","Low Kick","Low Sweep","8.528","95.6","59.3","1389"
"Timburr","Low Kick","Brick Break","8.074","112","59","1315"
"Pancham","Low Kick","Low Sweep","7.862","121.1","58.9","1489"
"Machop","Low Kick","Brick Break","8.254","103.9","58.4","1278"
"Machop","Rock Smash","Cross Chop","8.244","103.8","58.1","1278"
"Mankey","Karate Chop","Brick Break","8.806","80","54.6","1164"
"Machop","Rock Smash","Brick Break","8.091","101.8","53.9","1278"
"Scraggy","Rock Smash","Brick Break","7.494","116.2","48.9","1372"
"Clobbopus","Rock Smash","Superpower","7.754","96.5","45","1137"
"Machop","Karate Chop","Low Sweep","7.705","97","44.4","1278"
"Riolu","Counter","Cross Chop","8.434","73.5","44.1","993"
"Timburr","Low Kick","Low Sweep","7.482","103.8","43.5","1315"
"Machop","Low Kick","Low Sweep","7.645","96.2","43","1278"
"Machop","Rock Smash","Low Sweep","7.552","95.1","41","1278"
"Mankey","Karate Chop","Low Sweep","8.123","73.8","39.6","1164"
"Riolu","Counter","Brick Break","8.168","71.2","38.8","993"
"Clobbopus","Rock Smash","Brick Break","7.075","88.1","31.2","1137"
"Riolu","Counter","Low Sweep","7.592","66.1","28.9","993"
"Makuhita","Rock Smash","Cross Chop","6.54","59.8","16.7","817"
"Makuhita","Rock Smash","Low Sweep","5.961","54.5","11.5","817"
"Meditite","Rock Smash","Low Sweep","4.582","45.4","4.4","693"
"Tyrogue","Rock Smash","Brick Break","4.368","30.2","2.5","492"
"Tyrogue","Rock Smash","Low Sweep","4.077","28.2","1.9","492"
