"Pokemon","Fast Move","Charged Move","DPS","TDO","DPS^3*TDO","CP"
"Blastoise","Water Gun","Hydro Cannon","12.903","403.5","867","2466"
"Greninja","Bubble","Surf","14.038","310.7","859.6","2654"
"Milotic","Waterfall","Surf","12.094","453.7","802.5","3005"
"Wishiwashi (School Form)","Water Gun","Brine","13.244","337.8","784.7","3232"
"Samurott","Waterfall","Hydro Pump","12.929","356.5","770.5","2826"
"Vaporeon","Water Gun","Aqua Tail","12.115","432.1","768.4","3114"
"Empoleon","Waterfall","Hydro Pump","12.678","374.9","764.1","2900"
"Urshifu (Rapid Strike Style)","Waterfall","Aqua Jet","12.414","397","759.3","3606"
"Manaphy","Waterfall","Bubble Beam","11.736","439.8","711","3265"
"Feraligatr","Waterfall","Hydro Pump","12.405","372.2","710.5","2857"
"Feraligatr","Water Gun","Hydro Pump","12.361","370.9","700.6","2857"
"Inteleon","Water Gun","Water Pulse","13.476","274.6","671.8","2964"
"Tapu Fini","Water Gun","Surf","11.75","410.2","665.4","2857"
"Greninja","Bubble","Hydro Pump","13.153","291.2","662.6","2654"
"Omastar","Water Gun","Hydro Pump","12.343","346","650.6","2786"
"Floatzel","Waterfall","Hydro Pump","13.504","257.5","634.1","2443"
"Floatzel","Water Gun","Hydro Pump","13.432","256.1","620.7","2443"
"Simipour","Water Gun","Surf","13.183","265.4","607.9","2350"
"Carracosta","Water Gun","Surf","12.077","344.7","607.1","2621"
"Manaphy","Bubble","Bubble Beam","11.278","422.6","606.2","3265"
"Sharpedo","Waterfall","Hydro Pump","14.681","186.7","590.8","2181"
"Politoed","Bubble","Weather Ball Water","11.815","353.1","582.3","2449"
"Tapu Fini","Water Gun","Hydro Pump","11.359","396.5","581.2","2857"
"Wailord","Water Gun","Surf","12.224","313.2","572.2","2280"
"Starmie","Water Gun","Hydro Pump","12.43","291.8","560.4","2584"
"Tapu Fini","Hidden Power (Water)","Surf","11.213","391.4","551.8","2857"
"Kingdra","Waterfall","Hydro Pump","11.731","333.5","538.4","2641"
"Vaporeon","Water Gun","Scald","11.078","395.1","537.2","3114"
"Kingdra","Water Gun","Hydro Pump","11.711","332.9","534.7","2641"
"Swampert","Water Gun","Muddy Water","11.397","360.6","533.8","2974"
"Lapras","Water Gun","Surf","10.813","414.1","523.6","2641"
"Vaporeon","Water Gun","Water Pulse","10.876","387.9","498.9","3114"
"Simipour","Water Gun","Hydro Pump","12.462","250.9","485.5","2350"
"Crawdaunt","Waterfall","Bubble Beam","12.614","240.5","482.7","2474"
"Kingler","Bubble","Water Pulse","12.16","266.3","478.8","2829"
"Politoed","Bubble","Surf","11.187","334.4","468.1","2449"
"Golduck","Water Gun","Hydro Pump","11.643","293.2","462.8","2450"
"Kabutops","Waterfall","Water Pulse","11.815","280.2","462","2713"
"Bruxish","Water Gun","Aqua Tail","12.245","250.2","459.2","2389"
"Lapras","Water Gun","Hydro Pump","10.457","400.5","458","2641"
"Poliwrath","Bubble","Hydro Pump","11.025","338","453","2586"
"Tapu Fini","Hidden Power (Water)","Hydro Pump","10.647","371.7","448.5","2857"
"Starmie","Hidden Power (Water)","Hydro Pump","11.665","273.9","434.7","2584"
"Barraskewda","Waterfall","Aqua Jet","12.666","213.4","433.7","2656"
"Pelipper","Water Gun","Weather Ball Water","11.808","263.3","433.5","2127"
"Golisopod","Waterfall","Aqua Jet","10.718","351.3","432.5","3162"
"Clawitzer","Water Gun","Water Pulse","11.469","279.8","422.1","2763"
"Relicanth","Water Gun","Hydro Pump","10.14","368.2","383.9","2528"
"Blastoise","Water Gun","Hydro Pump","10.515","328.9","382.3","2466"
"Politoed","Bubble","Hydro Pump","10.599","316.8","377.2","2449"
"Huntail","Water Gun","Aqua Tail","11.475","248.7","375.8","2340"
"Walrein","Waterfall","Water Pulse","10.066","342.9","349.8","2726"
"Drizzile","Water Gun","Surf","12.153","192.2","344.9","1894"
"Seismitoad","Bubble","Muddy Water","10.435","296.3","336.6","2564"
"Ludicolo","Bubble","Hydro Pump","10.491","285.1","329.2","2323"
"Relicanth","Water Gun","Aqua Tail","9.701","352.2","321.5","2528"
"Golduck","Water Gun","Bubble Beam","10.574","266.3","314.8","2450"
"Basculin","Water Gun","Aqua Tail","11.36","212.3","311.3","2090"
"Gorebyss","Water Gun","Water Pulse","10.935","237","309.9","2494"
"Kingdra","Waterfall","Octazooka","10.151","288.6","301.8","2641"
"Seadra","Water Gun","Hydro Pump","11.209","214.2","301.6","2093"
"Cramorant","Water Gun","Hydro Pump","10.618","245.3","293.6","2142"
"Lanturn","Water Gun","Surf","9.926","296.3","289.7","2085"
"Floatzel","Waterfall","Aqua Jet","11.063","211","285.6","2443"
"Pelipper","Water Gun","Hydro Pump","10.627","237","284.4","2127"
"Qwilfish","Water Gun","Aqua Tail","11.026","208.4","279.4","2051"
"Dracovish","Water Gun","Brine","9.748","300.4","278.2","2500"
"Poliwrath","Bubble","Scald","9.738","298.5","275.7","2586"
"Bibarel","Water Gun","Surf","10.824","204.3","259.1","1823"
"Arctovish","Water Gun","Brine","9.558","294.5","257.1","2447"
"Octillery","Water Gun","Water Pulse","10.473","222.2","255.3","2315"
"Slowbro","Water Gun","Water Pulse","9.469","296","251.3","2545"
"Alomomola","Waterfall","Hydro Pump","9.128","326.5","248.3","2169"
"Lanturn","Water Gun","Hydro Pump","9.525","284.3","245.7","2085"
"Kingdra","Water Gun","Octazooka","9.598","272.8","241.2","2641"
"Basculin","Water Gun","Muddy Water","10.628","198.6","238.4","2090"
"Floatzel","Water Gun","Aqua Jet","10.539","201","235.2","2443"
"Swanna","Water Gun","Bubble Beam","10.263","205.2","221.8","2088"
"Marshtomp","Water Gun","Surf","10.353","198.8","220.7","1776"
"Seaking","Waterfall","Water Pulse","9.746","224.6","207.9","2162"
"Frogadier","Bubble","Surf","10.955","155.9","205","1636"
"Octillery","Water Gun","Octazooka","9.849","209","199.7","2315"
"Jellicent","Bubble","Bubble Beam","8.875","285.3","199.4","2338"
"Alomomola","Hidden Power (Water)","Hydro Pump","8.571","306.5","193","2169"
"Castform (Rainy)","Water Gun","Weather Ball Water","9.908","198","192.6","1632"
"Gastrodon","Hidden Power (Water)","Water Pulse","8.849","251.3","174.1","2324"
"Dewott","Water Gun","Aqua Tail","9.882","176.1","169.9","1741"
"Phione","Bubble","Bubble Beam","9.037","227.6","168","2105"
"Drizzile","Water Gun","Water Pulse","10.047","158.9","161.1","1894"
"Phione","Bubble","Water Pulse","8.639","217.5","140.3","2105"
"Whiscash","Water Gun","Water Pulse","8.389","233.4","137.8","2075"
"Mantine","Bubble","Bubble Beam","8.192","243.9","134.1","2108"
"Prinplup","Bubble","Hydro Pump","9.17","173.5","133.8","1701"
"Basculin","Water Gun","Aqua Jet","9.104","170.1","128.4","2090"
"Brionne","Water Gun","Water Pulse","9.067","171.1","127.5","1885"
"Castform (Rainy)","Water Gun","Hydro Pump","8.871","177.3","123.8","1632"
"Tirtouga","Water Gun","Surf","8.994","159.8","116.2","1488"
"Mantine","Bubble","Water Pulse","7.847","233.6","112.9","2108"
"Krabby","Bubble","Bubble Beam","9.898","111.7","108.3","1561"
"Dewott","Water Gun","Water Pulse","8.795","156.7","106.6","1741"
"Lumineon","Waterfall","Water Pulse","8.041","191","99.3","1814"
"Prinplup","Bubble","Bubble Beam","8.487","160.5","98.1","1701"
"Frogadier","Bubble","Water Pulse","8.972","127.7","92.2","1636"
"Croconaw","Water Gun","Water Pulse","8.255","160.1","90","1722"
"Lumineon","Water Gun","Water Pulse","7.831","186","89.3","1814"
"Krabby","Bubble","Water Pulse","9.369","105.7","87","1561"
"Omanyte","Water Gun","Bubble Beam","8.76","128.7","86.5","1544"
"Wartortle","Water Gun","Hydro Pump","8.094","160.4","85.1","1488"
"Brionne","Water Gun","Aqua Jet","8.169","154.2","84.1","1885"
"Omanyte","Water Gun","Brine","8.695","127.7","84","1544"
"Sealeo","Water Gun","Water Pulse","7.731","175.1","80.9","1714"
"Clauncher","Water Gun","Crabhammer","8.697","121.1","79.7","1088"
"Azumarill","Bubble","Hydro Pump","7.305","203.2","79.2","1588"
"Wailmer","Water Gun","Water Pulse","8.131","136.8","73.5","1468"
"Sobble","Water Gun","Surf","9.265","91.9","73.1","1097"
"Poliwhirl","Bubble","Bubble Beam","7.557","128.8","55.6","1419"
"Poliwhirl","Bubble","Scald","7.318","124.8","48.9","1419"
"Corphish","Bubble","Bubble Beam","8.131","90.1","48.4","1230"
"Chewtle","Water Gun","Surf","8.173","86.2","47.1","993"
"Psyduck","Water Gun","Aqua Tail","7.973","92.5","46.9","1106"
"Popplio","Water Gun","Aqua Tail","7.815","97.3","46.4","1129"
"Poliwhirl","Bubble","Water Pulse","7.183","122.4","45.4","1419"
"Froakie","Bubble","Surf","8.34","77.9","45.2","992"
"Palpitoad","Bubble","Water Pulse","7.166","120.9","44.5","1392"
"Staryu","Water Gun","Bubble Beam","8.012","82.6","42.5","1157"
"Corsola","Bubble","Bubble Beam","6.843","130.7","41.9","1378"
"Oshawott","Water Gun","Aqua Tail","7.799","87.1","41.3","1046"
"Clamperl","Water Gun","Water Pulse","7.379","96.8","38.9","1270"
"Panpour","Water Gun","Surf","7.539","86.7","37.1","956"
"Skrelp","Water Gun","Aqua Tail","7.2","94.2","35.1","1063"
"Wartortle","Water Gun","Aqua Jet","6.405","126.9","33.4","1488"
"Sobble","Water Gun","Water Pulse","7.601","75.4","33.1","1097"
"Horsea","Water Gun","Bubble Beam","7.662","73.4","33","1056"
"Buizel","Water Gun","Water Pulse","7.712","70.7","32.4","1054"
"Slowpoke","Water Gun","Water Pulse","6.524","113.6","31.5","1226"
"Lombre","Bubble","Bubble Beam","6.664","105.3","31.2","1197"
"Horsea","Bubble","Bubble Beam","7.434","71.2","29.3","1056"
"Popplio","Water Gun","Water Pulse","6.925","86.2","28.6","1129"
"Totodile","Water Gun","Water Pulse","6.765","88.5","27.4","1131"
"Chinchou","Bubble","Bubble Beam","6.493","98.9","27.1","1119"
"Piplup","Bubble","Bubble Beam","6.709","85.5","25.8","1075"
"Corphish","Bubble","Aqua Jet","6.923","76.7","25.4","1230"
"Oshawott","Water Gun","Water Pulse","6.875","76.8","25","1046"
"Wailmer","Splash","Water Pulse","6.093","102.5","23.2","1468"
"Mantyke","Bubble","Water Pulse","5.852","112.7","22.6","1248"
"Clauncher","Water Gun","Water Pulse","6.323","88","22.3","1088"
"Skrelp","Water Gun","Water Pulse","6.391","83.6","21.8","1063"
"Chinchou","Bubble","Water Pulse","6.149","93.7","21.8","1119"
"Remoraid","Water Gun","Water Pulse","7.321","53.8","21.1","912"
"Buizel","Water Gun","Aqua Jet","6.913","63.3","20.9","1054"
"Seel","Water Gun","Aqua Tail","5.919","99.4","20.6","971"
"Froakie","Bubble","Water Pulse","6.815","63.7","20.2","992"
"Popplio","Water Gun","Aqua Jet","6.241","77.7","18.9","1129"
"Squirtle","Bubble","Aqua Tail","6.132","82.2","18.9","946"
"Shellos","Hidden Power (Water)","Water Pulse","5.812","95.8","18.8","1136"
"Barboach","Water Gun","Aqua Tail","6.497","66.5","18.2","819"
"Totodile","Water Gun","Aqua Jet","6.1","79.8","18.1","1131"
"Tentacool","Bubble","Bubble Beam","5.793","89","17.3","1040"
"Panpour","Water Gun","Water Pulse","6.201","71.3","17","956"
"Spheal","Water Gun","Water Pulse","5.844","79.6","15.9","962"
"Finneon","Water Gun","Water Pulse","5.763","78.6","15","971"
"Clauncher","Water Gun","Aqua Jet","5.704","79.4","14.7","1088"
"Tentacool","Bubble","Water Pulse","5.497","84.5","14","1040"
"Arrokuda","Waterfall","Aqua Jet","6.415","52.7","13.9","903"
"Poliwag","Bubble","Bubble Beam","6.198","56.3","13.4","829"
"Ducklett","Water Gun","Bubble Beam","5.575","74.3","12.9","856"
"Wingull","Water Gun","Water Pulse","6.402","45.6","12","765"
"Squirtle","Bubble","Water Pulse","5.411","72.5","11.5","946"
"Tympole","Bubble","Water Pulse","5.744","56.3","10.7","839"
"Surskit","Bubble","Bubble Beam","5.77","55.1","10.6","791"
"Luvdisc","Water Gun","Water Pulse","5.032","69.9","8.9","848"
"Seel","Water Gun","Aqua Jet","4.745","79.7","8.5","971"
"Squirtle","Bubble","Aqua Jet","4.884","65.4","7.6","946"
"Luvdisc","Water Gun","Aqua Jet","4.552","63.2","6","848"
"Surskit","Bubble","Aqua Jet","4.901","46.8","5.5","791"
"Lotad","Water Gun","Bubble Beam","4.954","42.7","5.2","598"
"Wishiwashi (Solo Form)","Water Gun","Surf","4.486","25.8","2.3","346"
"Wishiwashi (Solo Form)","Waterfall","Surf","4.216","24.3","1.8","346"
"Wishiwashi (Solo Form)","Water Gun","Aqua Tail","4.143","23.8","1.7","346"
"Wishiwashi (Solo Form)","Waterfall","Aqua Tail","4.006","23.1","1.5","346"
"Luvdisc","Splash","Water Pulse","3.207","44.6","1.5","848"
"Marill","Bubble","Aqua Tail","3.199","44.8","1.5","461"
"Wishiwashi (Solo Form)","Water Gun","Brine","3.815","22","1.2","346"
"Wishiwashi (Solo Form)","Waterfall","Brine","3.676","21.2","1.1","346"
"Luvdisc","Splash","Aqua Jet","3.003","41.7","1.1","848"
"Marill","Bubble","Bubble Beam","2.986","41.8","1.1","461"
