"Pokemon","Fast Move","Charged Move","DPS","TDO","DPS^3*TDO","CP"
"Crustle","Fury Cutter","X-Scissor","11.22","313","442.1","2542"
"Ninjask","Fury Cutter","Bug Buzz","12.973","195.5","426.9","1969"
"Venomoth","Bug Bite","Bug Buzz","11.73","240.5","388.2","2082"
"Ribombee","Struggle Bug","Bug Buzz","11.952","227","387.6","2200"
"Leavanny","Bug Bite","Silver Wind","10.92","267.4","348.1","2580"
"Mothim","Bug Bite","Bug Buzz","12.399","181.8","346.6","1815"
"Venomoth","Infestation","Bug Buzz","11.306","231.8","335","2082"
"Vivillon","Bug Bite","Bug Buzz","11.873","199.3","333.6","1855"
"Beautifly","Infestation","Bug Buzz","12.114","161.5","287","1765"
"Butterfree","Bug Bite","Bug Buzz","11.019","197.6","264.4","1827"
"Vivillon","Struggle Bug","Bug Buzz","11.169","187.5","261.2","1855"
"Beautifly","Struggle Bug","Bug Buzz","11.79","157.2","257.6","1765"
"Vespiquen","Bug Bite","Bug Buzz","9.847","262","250.1","2005"
"Vespiquen","Fury Cutter","Bug Buzz","9.808","260.9","246.2","2005"
"Orbeetle","Struggle Bug","Bug Buzz","9.4","282.8","234.9","2223"
"Beedrill","Bug Bite","X-Scissor","10.636","190.5","229.2","1846"
"Kricketune","Fury Cutter","Bug Buzz","10.889","172.9","223.3","1653"
"Parasect","Bug Bite","X-Scissor","10.329","196.2","216.2","1859"
"Masquerain","Infestation","Silver Wind","10.01","214.3","214.9","2270"
"Galvantula","Fury Cutter","Lunge","10.308","191.3","209.5","2206"
"Parasect","Fury Cutter","X-Scissor","10.198","193.7","205.4","1859"
"Vespiquen","Bug Bite","X-Scissor","9.357","248.9","203.9","2005"
"Butterfree","Struggle Bug","Bug Buzz","10.288","184.5","200.9","1827"
"Vespiquen","Fury Cutter","X-Scissor","9.243","245.9","194.2","2005"
"Butterfree","Bug Bite","Signal Beam","10.143","181.9","189.8","1827"
"Beedrill","Infestation","X-Scissor","10.121","181.3","188","1846"
"Masquerain","Infestation","Lunge","9.645","206.5","185.3","2270"
"Venomoth","Bug Bite","Silver Wind","9.735","199.6","184.2","2082"
"Vespiquen","Bug Bite","Signal Beam","9.091","241.8","181.7","2005"
"Wormadam (Plant Cloak)","Bug Bite","Bug Buzz","9.387","215.9","178.6","1773"
"Wormadam (Sandy Cloak)","Bug Bite","Bug Buzz","9.387","215.9","178.6","1773"
"Kricketune","Fury Cutter","X-Scissor","10.269","163.1","176.6","1653"
"Kricketune","Struggle Bug","Bug Buzz","10.258","162.9","175.8","1653"
"Vespiquen","Fury Cutter","Signal Beam","8.966","238.5","171.9","2005"
"Beedrill","Bug Bite","Fell Stinger","9.843","176.3","168.1","1846"
"Larvesta","Bug Bite","Bug Buzz","10.515","143.3","166.6","1496"
"Venomoth","Infestation","Silver Wind","9.421","193.2","161.5","2082"
"Ariados","Infestation","Megahorn","9.666","174.4","157.5","1772"
"Parasect","Struggle Bug","X-Scissor","9.534","181.1","157","1859"
"Araquanid","Bug Bite","Bug Buzz","8.485","253.5","154.9","1827"
"Vespiquen","Bug Bite","Fell Stinger","8.676","230.8","150.7","2005"
"Charjabug","Bug Bite","X-Scissor","9.198","184.2","143.4","1697"
"Butterfree","Struggle Bug","Signal Beam","9.405","168.6","140.3","1827"
"Vespiquen","Fury Cutter","Fell Stinger","8.519","226.6","140.1","2005"
"Beedrill","Infestation","Fell Stinger","9.401","168.4","139.9","1846"
"Beautifly","Infestation","Silver Wind","10.107","134.7","139.1","1765"
"Illumise","Struggle Bug","Bug Buzz","8.882","198.6","139.1","1771"
"Volbeat","Struggle Bug","Bug Buzz","8.882","198.6","139.1","1771"
"Kricketune","Struggle Bug","X-Scissor","9.636","153","136.9","1653"
"Beautifly","Struggle Bug","Silver Wind","10.014","133.5","134","1765"
"Araquanid","Infestation","Bug Buzz","8.106","242.2","129","1827"
"Wormadam (Trash Cloak)","Bug Bite","Bug Buzz","8.603","192.8","122.8","1593"
"Volbeat","Struggle Bug","Signal Beam","8.135","181.9","97.9","1771"
"Ariados","Infestation","Lunge","8.331","150.3","86.9","1772"
"Swadloon","Bug Bite","Bug Buzz","7.933","156.9","78.3","1370"
"Illumise","Struggle Bug","Silver Wind","7.554","168.9","72.8","1771"
"Karrablast","Fury Cutter","X-Scissor","9.03","97.2","71.5","1182"
"Ledian","Bug Bite","Bug Buzz","7.445","161.4","66.6","1346"
"Karrablast","Fury Cutter","Signal Beam","8.64","93","60","1182"
"Swadloon","Struggle Bug","Bug Buzz","7.317","144.7","56.7","1370"
"Sizzlipede","Bug Bite","Bug Buzz","8.355","92.5","54","1049"
"Ledian","Struggle Bug","Bug Buzz","6.847","148.4","47.6","1346"
"Paras","Bug Bite","X-Scissor","8.081","80.6","42.5","1018"
"Grubbin","Bug Bite","X-Scissor","7.898","80.6","39.7","984"
"Swadloon","Bug Bite","Silver Wind","6.602","130.6","37.6","1370"
"Dustox","Struggle Bug","Bug Buzz","6.412","133.9","35.3","1224"
"Ledian","Bug Bite","Silver Wind","6.199","134.4","32","1346"
"Whirlipede","Bug Bite","Signal Beam","6.512","114.7","31.7","1144"
"Swadloon","Struggle Bug","Silver Wind","6.24","123.4","30","1370"
"Venonat","Bug Bite","Signal Beam","6.739","91.4","28","1004"
"Ledian","Struggle Bug","Silver Wind","5.841","126.6","25.2","1346"
"Cutiefly","Struggle Bug","Bug Buzz","7.238","65.1","24.7","888"
"Dottler","Struggle Bug","Bug Buzz","5.781","104.9","20.3","1030"
"Spinarak","Bug Bite","Signal Beam","7.038","58","20.2","816"
"Dustox","Struggle Bug","Silver Wind","5.461","114","18.6","1224"
"Surskit","Bug Bite","Signal Beam","6.33","60.5","15.3","791"
"Sewaddle","Bug Bite","Silver Wind","5.742","79.2","15","977"
"Nincada","Bug Bite","Bug Buzz","5.915","68.9","14.3","768"
"Sewaddle","Struggle Bug","Silver Wind","5.41","74.6","11.8","977"
"Shelmet","Infestation","Bug Buzz","5.168","84.5","11.7","834"
"Venipede","Bug Bite","Signal Beam","5.71","52.9","9.8","706"
"Shelmet","Infestation","Signal Beam","4.747","77.6","8.3","834"
"Ledyba","Bug Bite","Silver Wind","4.588","57.2","5.5","728"
"Snom","Struggle Bug","Bug Buzz","5.326","32","4.8","528"
"Combee","Bug Bite","Bug Buzz","4.8","38.2","4.2","494"
"Wimpod","Struggle Bug","Bug Buzz","4.695","31.3","3.2","502"
